날짜,기사제목,링크
2023-06-07,"디엑스앤브이엑스, 성인병 진단 센서 개발 위한 국책과제 선정",https://finance.naver.com/item/news_read.naver?article_id=0005269193&office_id=277&code=180400&page=11&sm=
2023-06-07,성인병 진단센서 개발 국책과제 따낸 'DXVX',https://finance.naver.com/item/news_read.naver?article_id=0005023377&office_id=014&code=180400&page=11&sm=
2023-06-01,"디엑스앤브이엑스, 미생물 균주 2종 특허 라이선스인 추진",https://finance.naver.com/item/news_read.naver?article_id=0011892567&office_id=003&code=180400&page=11&sm=
2023-06-01,"디엑스앤브이엑스, 미생물 균주 2종 특허기술 라이선스 인 추진",https://finance.naver.com/item/news_read.naver?article_id=0005267311&office_id=277&code=180400&page=11&sm=
2023-06-01,"DXVX, 미생물 균주 2종 특허기술 '라이선스 인' 추진",https://finance.naver.com/item/news_read.naver?article_id=0005021212&office_id=014&code=180400&page=11&sm=
2023-06-01,"디엑스앤브이엑스, 中 등록 '미생물 균주 2종' 특허기술 확보",https://finance.naver.com/item/news_read.naver?article_id=0004894536&office_id=008&code=180400&page=11&sm=
2023-05-30,"디엑스앤브이엑스, 1700억원 규모 비만치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0005497036&office_id=018&code=180400&page=11&sm=
2023-05-30,"DXVX, 1700억원 규모 비만 치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004893182&office_id=008&code=180400&page=11&sm=
2023-05-30,"디엑스앤브이엑스, 1700억 규모 비만치료제 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0005265734&office_id=277&code=180400&page=11&sm=
2023-05-23,"'DXVX' 품으로...에빅스젠 파이프라인, 투자자 관심",https://finance.naver.com/item/news_read.naver?article_id=0005016435&office_id=014&code=180400&page=11&sm=
2023-05-16,[코스닥 공시] DXVX / 하나기술,https://finance.naver.com/item/news_read.naver?article_id=0005130976&office_id=009&code=180400&page=11&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005487064&office_id=018&code=180400&page=11&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임[주목 e공시]",https://finance.naver.com/item/news_read.naver?article_id=0004844904&office_id=015&code=180400&page=11&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0011860827&office_id=003&code=180400&page=11&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표 및 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0004844976&office_id=015&code=180400&page=11&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 신임 대표·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005259803&office_id=277&code=180400&page=11&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사 및 권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486885&office_id=018&code=180400&page=11&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사·권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0004887743&office_id=008&code=180400&page=11&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표·권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486853&office_id=018&code=180400&page=11&sm=
2023-05-16,"DXVX, 이용구 신임 대표이사·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0000016340&office_id=648&code=180400&page=11&sm=
2023-04-25,"디엑스앤브이엑스, 마이크로바이옴 기반 12종 제품 글로벌 출시",https://finance.naver.com/item/news_read.naver?article_id=0005471701&office_id=018&code=180400&page=11&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 건기식 글로벌 출시 예정",https://finance.naver.com/item/news_read.naver?article_id=0004836833&office_id=015&code=180400&page=11&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 제품 글로벌 시장 출시",https://finance.naver.com/item/news_read.naver?article_id=0005250205&office_id=277&code=180400&page=11&sm=
2023-04-25,마이크로바이옴 기반 12종 제품 글로벌 시장에 내놓은 DXVX,https://finance.naver.com/item/news_read.naver?article_id=0005002071&office_id=014&code=180400&page=11&sm=
2023-04-21,"디엑스앤브이엑스, 225조원 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005468909&office_id=018&code=180400&page=11&sm=
2023-04-21,"디엑스앤브이엑스, 연 37조원 규모 '中 항생제' 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004878054&office_id=008&code=180400&page=11&sm=
2023-04-21,"디엑스앤브이엑스, 225조 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005248939&office_id=277&code=180400&page=11&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0011790517&office_id=003&code=180400&page=11&sm=
2023-04-07,"디엑스앤브이엑스, 신약개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0004829954&office_id=015&code=180400&page=11&sm=
2023-04-07,"DXVX, 에빅스젠 인수… ""IPO 추진할 것""",https://finance.naver.com/item/news_read.naver?article_id=0005458450&office_id=018&code=180400&page=11&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 ‘에빅스젠’ 인수",https://finance.naver.com/item/news_read.naver?article_id=0005242439&office_id=277&code=180400&page=11&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 '에빅스젠' 인수",https://finance.naver.com/item/news_read.naver?article_id=0005458441&office_id=018&code=180400&page=11&sm=
2023-05-23,"'DXVX' 품으로...에빅스젠 파이프라인, 투자자 관심",https://finance.naver.com/item/news_read.naver?article_id=0005016435&office_id=014&code=180400&page=12&sm=
2023-05-16,[코스닥 공시] DXVX / 하나기술,https://finance.naver.com/item/news_read.naver?article_id=0005130976&office_id=009&code=180400&page=12&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005487064&office_id=018&code=180400&page=12&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임[주목 e공시]",https://finance.naver.com/item/news_read.naver?article_id=0004844904&office_id=015&code=180400&page=12&sm=
2023-05-16,"DXVX, 이용구 대표이사 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0011860827&office_id=003&code=180400&page=12&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표 및 권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0004844976&office_id=015&code=180400&page=12&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 신임 대표·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005259803&office_id=277&code=180400&page=12&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사 및 권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486885&office_id=018&code=180400&page=12&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표이사·권규찬 사장 신규 선임",https://finance.naver.com/item/news_read.naver?article_id=0004887743&office_id=008&code=180400&page=12&sm=
2023-05-16,"디엑스앤브이엑스, 이용구 대표·권규찬 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0005486853&office_id=018&code=180400&page=12&sm=
2023-05-16,"DXVX, 이용구 신임 대표이사·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0000016340&office_id=648&code=180400&page=12&sm=
2023-04-25,"디엑스앤브이엑스, 마이크로바이옴 기반 12종 제품 글로벌 출시",https://finance.naver.com/item/news_read.naver?article_id=0005471701&office_id=018&code=180400&page=12&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 건기식 글로벌 출시 예정",https://finance.naver.com/item/news_read.naver?article_id=0004836833&office_id=015&code=180400&page=12&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 제품 글로벌 시장 출시",https://finance.naver.com/item/news_read.naver?article_id=0005250205&office_id=277&code=180400&page=12&sm=
2023-04-25,마이크로바이옴 기반 12종 제품 글로벌 시장에 내놓은 DXVX,https://finance.naver.com/item/news_read.naver?article_id=0005002071&office_id=014&code=180400&page=12&sm=
2023-04-21,"디엑스앤브이엑스, 225조원 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005468909&office_id=018&code=180400&page=12&sm=
2023-04-21,"디엑스앤브이엑스, 연 37조원 규모 '中 항생제' 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004878054&office_id=008&code=180400&page=12&sm=
2023-04-21,"디엑스앤브이엑스, 225조 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005248939&office_id=277&code=180400&page=12&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0011790517&office_id=003&code=180400&page=12&sm=
2023-04-07,"디엑스앤브이엑스, 신약개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0004829954&office_id=015&code=180400&page=12&sm=
2023-04-07,"DXVX, 에빅스젠 인수… ""IPO 추진할 것""",https://finance.naver.com/item/news_read.naver?article_id=0005458450&office_id=018&code=180400&page=12&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 ‘에빅스젠’ 인수",https://finance.naver.com/item/news_read.naver?article_id=0005242439&office_id=277&code=180400&page=12&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 '에빅스젠' 인수",https://finance.naver.com/item/news_read.naver?article_id=0005458441&office_id=018&code=180400&page=12&sm=
2023-04-07,"DXVX, 92억 규모 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0005458537&office_id=018&code=180400&page=12&sm=
2023-04-07,"DXVX, 92억 규모 3자배정 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0011790477&office_id=003&code=180400&page=12&sm=
2023-04-07,"DXVX, 에빅스젠 지분 44.58% 취득",https://finance.naver.com/item/news_read.naver?article_id=0005458455&office_id=018&code=180400&page=12&sm=
2023-04-06,"임종윤, DXVX에 3년 보호예수 걸고 추가 투자 단행",https://finance.naver.com/item/news_read.naver?article_id=0004871767&office_id=008&code=180400&page=12&sm=
2023-04-06,"디엑스앤브이엑스, 마이크로바이옴 이용 전임상 파이프라인 기술이전 검토...",https://finance.naver.com/item/news_read.naver?article_id=0004992711&office_id=014&code=180400&page=12&sm=
2023-04-05,"[특징주]DXVX, 정부 마이크로바이옴 4000억 투자…당뇨병 비만치료...",https://finance.naver.com/item/news_read.naver?article_id=0005241316&office_id=277&code=180400&page=12&sm=
2023-05-16,"DXVX, 이용구 신임 대표이사·권규찬 신임 사장 선임",https://finance.naver.com/item/news_read.naver?article_id=0000016340&office_id=648&code=180400&page=13&sm=
2023-04-25,"디엑스앤브이엑스, 마이크로바이옴 기반 12종 제품 글로벌 출시",https://finance.naver.com/item/news_read.naver?article_id=0005471701&office_id=018&code=180400&page=13&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 건기식 글로벌 출시 예정",https://finance.naver.com/item/news_read.naver?article_id=0004836833&office_id=015&code=180400&page=13&sm=
2023-04-25,"DXVX, 마이크로바이옴 기반 12종 제품 글로벌 시장 출시",https://finance.naver.com/item/news_read.naver?article_id=0005250205&office_id=277&code=180400&page=13&sm=
2023-04-25,마이크로바이옴 기반 12종 제품 글로벌 시장에 내놓은 DXVX,https://finance.naver.com/item/news_read.naver?article_id=0005002071&office_id=014&code=180400&page=13&sm=
2023-04-21,"디엑스앤브이엑스, 225조원 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005468909&office_id=018&code=180400&page=13&sm=
2023-04-21,"디엑스앤브이엑스, 연 37조원 규모 '中 항생제' 시장 진출",https://finance.naver.com/item/news_read.naver?article_id=0004878054&office_id=008&code=180400&page=13&sm=
2023-04-21,"디엑스앤브이엑스, 225조 중국 의약품 시장에 항생제 출시",https://finance.naver.com/item/news_read.naver?article_id=0005248939&office_id=277&code=180400&page=13&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0011790517&office_id=003&code=180400&page=13&sm=
2023-04-07,"디엑스앤브이엑스, 신약개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0004829954&office_id=015&code=180400&page=13&sm=
2023-04-07,"DXVX, 에빅스젠 인수… ""IPO 추진할 것""",https://finance.naver.com/item/news_read.naver?article_id=0005458450&office_id=018&code=180400&page=13&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 ‘에빅스젠’ 인수",https://finance.naver.com/item/news_read.naver?article_id=0005242439&office_id=277&code=180400&page=13&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 '에빅스젠' 인수",https://finance.naver.com/item/news_read.naver?article_id=0005458441&office_id=018&code=180400&page=13&sm=
2023-04-07,"DXVX, 92억 규모 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0005458537&office_id=018&code=180400&page=13&sm=
2023-04-07,"DXVX, 92억 규모 3자배정 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0011790477&office_id=003&code=180400&page=13&sm=
2023-04-07,"DXVX, 에빅스젠 지분 44.58% 취득",https://finance.naver.com/item/news_read.naver?article_id=0005458455&office_id=018&code=180400&page=13&sm=
2023-04-06,"임종윤, DXVX에 3년 보호예수 걸고 추가 투자 단행",https://finance.naver.com/item/news_read.naver?article_id=0004871767&office_id=008&code=180400&page=13&sm=
2023-04-06,"디엑스앤브이엑스, 마이크로바이옴 이용 전임상 파이프라인 기술이전 검토...",https://finance.naver.com/item/news_read.naver?article_id=0004992711&office_id=014&code=180400&page=13&sm=
2023-04-05,"[특징주]DXVX, 정부 마이크로바이옴 4000억 투자…당뇨병 비만치료...",https://finance.naver.com/item/news_read.naver?article_id=0005241316&office_id=277&code=180400&page=13&sm=
2023-04-03,"4년 만의 거래 재개…박상태 DXVX 대표 ""맞춤형 헬스케어 기업 만든...",https://finance.naver.com/item/news_read.naver?article_id=0004869777&office_id=008&code=180400&page=13&sm=
2023-03-30,"DXVX ""자회사 옥스포드 백메딕스, 항암백신 1a상 완료""",https://finance.naver.com/item/news_read.naver?article_id=0004868635&office_id=008&code=180400&page=13&sm=
2023-03-30,"DXVX, 옥스포드 백메딕스 항암 치료제 임상 1a 완료",https://finance.naver.com/item/news_read.naver?article_id=0005452671&office_id=018&code=180400&page=13&sm=
2023-04-07,"DXVX, 92억 규모 3자배정 유상증자 결정",https://finance.naver.com/item/news_read.naver?article_id=0011790477&office_id=003&code=180400&page=14&sm=
2023-04-07,"디엑스앤브이엑스, 신약개발 플랫폼 기업 에빅스젠 인수",https://finance.naver.com/item/news_read.naver?article_id=0004829954&office_id=015&code=180400&page=14&sm=
2023-04-07,"DXVX, 에빅스젠 인수… ""IPO 추진할 것""",https://finance.naver.com/item/news_read.naver?article_id=0005458450&office_id=018&code=180400&page=14&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 기업 ‘에빅스젠’ 인수",https://finance.naver.com/item/news_read.naver?article_id=0005242439&office_id=277&code=180400&page=14&sm=
2023-04-07,"디엑스앤브이엑스, 신약 개발 플랫폼 '에빅스젠' 인수",https://finance.naver.com/item/news_read.naver?article_id=0005458441&office_id=018&code=180400&page=14&sm=
2023-04-07,"DXVX, 에빅스젠 지분 44.58% 취득",https://finance.naver.com/item/news_read.naver?article_id=0005458455&office_id=018&code=180400&page=14&sm=
2023-04-06,"임종윤, DXVX에 3년 보호예수 걸고 추가 투자 단행",https://finance.naver.com/item/news_read.naver?article_id=0004871767&office_id=008&code=180400&page=14&sm=
2023-04-06,"디엑스앤브이엑스, 마이크로바이옴 이용 전임상 파이프라인 기술이전 검토...",https://finance.naver.com/item/news_read.naver?article_id=0004992711&office_id=014&code=180400&page=14&sm=
2023-04-05,"[특징주]DXVX, 정부 마이크로바이옴 4000억 투자…당뇨병 비만치료...",https://finance.naver.com/item/news_read.naver?article_id=0005241316&office_id=277&code=180400&page=14&sm=
2023-04-03,"4년 만의 거래 재개…박상태 DXVX 대표 ""맞춤형 헬스케어 기업 만든...",https://finance.naver.com/item/news_read.naver?article_id=0004869777&office_id=008&code=180400&page=14&sm=
2023-03-30,"DXVX ""자회사 옥스포드 백메딕스, 항암백신 1a상 완료""",https://finance.naver.com/item/news_read.naver?article_id=0004868635&office_id=008&code=180400&page=14&sm=
2023-03-30,"DXVX, 옥스포드 백메딕스 항암 치료제 임상 1a 완료",https://finance.naver.com/item/news_read.naver?article_id=0005452671&office_id=018&code=180400&page=14&sm=
2023-03-30,플랫폼파트너스운용 “DXVX 지분 5.88→3.51%”,https://finance.naver.com/item/news_read.naver?article_id=0005452542&office_id=018&code=180400&page=14&sm=
2023-03-28,"[특징주] DXVX, 4년 만에 거래 재개 ‘급락’",https://finance.naver.com/item/news_read.naver?article_id=0000888505&office_id=366&code=180400&page=14&sm=
2023-03-28,"디엑스앤브이엑스, 28일 거래재개…거래정지 4년 만",https://finance.naver.com/item/news_read.naver?article_id=0005450784&office_id=018&code=180400&page=14&sm=
2023-03-30,"DXVX ""자회사 옥스포드 백메딕스, 항암백신 1a상 완료""",https://finance.naver.com/item/news_read.naver?article_id=0004868635&office_id=008&code=180400&page=15&sm=
2023-03-30,"DXVX, 옥스포드 백메딕스 항암 치료제 임상 1a 완료",https://finance.naver.com/item/news_read.naver?article_id=0005452671&office_id=018&code=180400&page=15&sm=
2023-03-30,플랫폼파트너스운용 “DXVX 지분 5.88→3.51%”,https://finance.naver.com/item/news_read.naver?article_id=0005452542&office_id=018&code=180400&page=15&sm=
2023-03-28,"[특징주] DXVX, 4년 만에 거래 재개 ‘급락’",https://finance.naver.com/item/news_read.naver?article_id=0000888505&office_id=366&code=180400&page=15&sm=
2023-03-28,"디엑스앤브이엑스, 28일 거래재개…거래정지 4년 만",https://finance.naver.com/item/news_read.naver?article_id=0005450784&office_id=018&code=180400&page=15&sm=
2023-03-27,"디엑스앤브이엑스, 28일 거래 재개…4년만에 상장유지 결정",https://finance.naver.com/item/news_read.naver?article_id=0000042425&office_id=243&code=180400&page=15&sm=
2023-03-27,"DXVX, 내일부터 '거래' 풀린다…4년 만 재개",https://finance.naver.com/item/news_read.naver?article_id=0004867152&office_id=008&code=180400&page=15&sm=
2023-03-27,"거래소 ""DXVX 상장유지 결정""",https://finance.naver.com/item/news_read.naver?article_id=0005450584&office_id=018&code=180400&page=15&sm=
2023-03-27,"DxVx, 신약·백신 개발 전문가 '한성준 전무' 영입",https://finance.naver.com/item/news_read.naver?article_id=0000014983&office_id=648&code=180400&page=15&sm=
2023-03-16,"DXVX, 감사보고서 적정...'인고의 4년' 끝이 보인다",https://finance.naver.com/item/news_read.naver?article_id=0011745711&office_id=003&code=180400&page=15&sm=
